Price,adj close,close,high,low,open,volume
Ticker,es=f,es=f,es=f,es=f,es=f,es=f
Datetime,,,,,,
2025-11-19 22:55:00-05:00,6745.5,6745.5,6746.0,6745.0,6746.0,161
2025-11-19 22:56:00-05:00,6743.75,6743.75,6746.0,6743.25,6746.0,167
2025-11-19 22:57:00-05:00,6743.75,6743.75,6744.0,6742.5,6743.75,174
2025-11-19 22:58:00-05:00,6743.0,6743.0,6743.75,6742.5,6743.75,85
2025-11-19 22:59:00-05:00,6744.5,6744.5,6744.75,6743.0,6743.0,117
2025-11-19 23:00:00-05:00,6745.5,6745.5,6745.5,6744.0,6744.25,136
2025-11-19 23:01:00-05:00,6745.25,6745.25,6746.5,6745.0,6745.5,183
2025-11-19 23:02:00-05:00,6745.0,6745.0,6745.25,6744.25,6745.25,126
2025-11-19 23:03:00-05:00,6744.25,6744.25,6745.5,6743.5,6745.0,112
2025-11-19 23:04:00-05:00,6744.25,6744.25,6744.5,6743.5,6744.25,167
2025-11-19 23:05:00-05:00,6744.25,6744.25,6744.5,6743.75,6744.25,61
2025-11-19 23:06:00-05:00,6744.5,6744.5,6746.0,6744.25,6744.25,160
2025-11-19 23:07:00-05:00,6744.25,6744.25,6745.0,6744.25,6744.75,82
2025-11-19 23:08:00-05:00,6744.25,6744.25,6744.75,6744.0,6744.0,82
2025-11-19 23:09:00-05:00,6745.5,6745.5,6745.75,6744.25,6744.25,103
2025-11-19 23:10:00-05:00,6746.5,6746.5,6746.75,6745.25,6745.25,84
2025-11-19 23:11:00-05:00,6747.5,6747.5,6747.5,6746.25,6746.5,69
2025-11-19 23:12:00-05:00,6747.0,6747.0,6748.0,6747.0,6747.5,124
2025-11-19 23:13:00-05:00,6745.75,6745.75,6747.25,6745.75,6747.25,123
2025-11-19 23:14:00-05:00,6745.25,6745.25,6746.0,6745.0,6746.0,88
2025-11-19 23:15:00-05:00,6743.0,6743.0,6745.0,6742.75,6745.0,227
2025-11-19 23:16:00-05:00,6743.5,6743.5,6743.5,6742.25,6742.75,147
2025-11-19 23:17:00-05:00,6743.75,6743.75,6744.5,6743.25,6743.25,102
2025-11-19 23:18:00-05:00,6744.25,6744.25,6744.5,6743.25,6743.75,101
2025-11-19 23:19:00-05:00,6744.25,6744.25,6744.5,6743.5,6744.0,50
2025-11-19 23:20:00-05:00,6744.25,6744.25,6744.75,6743.5,6744.25,110
2025-11-19 23:21:00-05:00,6744.75,6744.75,6745.5,6744.0,6744.5,172
2025-11-19 23:22:00-05:00,6745.25,6745.25,6745.5,6744.5,6744.75,45
2025-11-19 23:23:00-05:00,6746.25,6746.25,6746.75,6745.5,6745.5,89
2025-11-19 23:24:00-05:00,6745.75,6745.75,6747.0,6745.25,6746.5,102
2025-11-19 23:25:00-05:00,6746.5,6746.5,6746.5,6745.25,6746.0,88
2025-11-19 23:26:00-05:00,6745.5,6745.5,6746.75,6745.5,6746.75,59
2025-11-19 23:27:00-05:00,6745.0,6745.0,6745.75,6744.75,6745.25,52
2025-11-19 23:28:00-05:00,6744.75,6744.75,6745.25,6744.25,6745.25,60
2025-11-19 23:29:00-05:00,6745.0,6745.0,6745.25,6744.5,6744.75,52
2025-11-19 23:30:00-05:00,6746.25,6746.25,6746.5,6744.25,6744.75,103
2025-11-19 23:31:00-05:00,6747.0,6747.0,6747.5,6746.5,6746.75,60
2025-11-19 23:32:00-05:00,6747.75,6747.75,6747.75,6747.0,6747.25,73
2025-11-19 23:33:00-05:00,6747.75,6747.75,6747.75,6747.25,6747.75,45
2025-11-19 23:34:00-05:00,6748.75,6748.75,6749.75,6747.25,6747.5,602
2025-11-19 23:35:00-05:00,6748.25,6748.25,6749.25,6747.75,6749.0,155
2025-11-19 23:36:00-05:00,6747.75,6747.75,6748.0,6747.5,6748.0,81
2025-11-19 23:37:00-05:00,6748.75,6748.75,6748.75,6748.0,6748.0,71
