symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_price,tp_price,size,risk_amount,risk_pct,pnl,pnl_pct,r_multiple,leverage,htf_bias,smt_tag,context,tp1_hit,tp2_hit,grade,setup_score
ES=F,short,2025-11-20T13:59:00-05:00,2025-11-20T14:01:00-05:00,6584.25,6588.0,6588.0,6573.0,1.2150206933211831,4.556327599954437,0.45563275999544367,-4.556327599954437,-0.45563275999544367,-1.0,8.0,short,,bias_short_sweep,False,False,A+,7
ES=F,short,2025-11-20T14:03:00-05:00,2025-11-20T14:10:00-05:00,6578.75,6589.75,6589.75,6545.75,1.2104958205130707,13.31545402564378,1.3376401292038762,-13.315454025643778,-1.337640129203876,-0.9999999999999999,8.0,short,,bias_short_bos,False,False,A+,8
ES=F,long,2025-11-21T09:54:00-05:00,2025-11-21T09:56:00-05:00,6592.5,6580.75,6580.75,6627.75,1.1918127792180833,14.003800155812478,1.4258627227910503,-14.003800155812478,-1.4258627227910503,-1.0,8.0,long,,bias_long_bos,False,False,A+,8
ES=F,short,2025-11-21T10:01:00-05:00,2025-11-21T10:25:00-05:00,6571.75,6588.25,6588.25,6522.25,1.1734841432952596,19.362488364371785,2.0,-19.362488364371785,-2.0,-1.0,7.965757575757575,short,,bias_short_bos,True,False,A+,8
ES=F,short,2025-11-21T10:02:00-05:00,2025-11-21T10:05:00-05:00,6565.75,6578.5,6578.5,6527.5,1.1560134697229931,14.73917173896816,1.5535163538057344,-14.739171738968162,-1.5535163538057346,-1.0000000000000002,8.0,short,,bias_short_bos,False,False,A+,9
ES=F,short,2025-11-21T10:07:00-05:00,2025-11-21T10:25:00-05:00,6576.25,6587.0,6587.0,6544.0,1.1362375312559583,12.21455346100155,1.3077361718304503,-12.214553461001552,-1.3077361718304505,-1.0000000000000002,8.0,short,,bias_short_bos,True,False,A+,8
ES=F,short,2025-11-21T10:08:00-05:00,2025-11-21T10:25:00-05:00,6572.5,6585.25,6585.25,6534.25,1.1220183548473157,14.305734024303279,1.5519208824648156,-14.305734024303275,-1.5519208824648154,-0.9999999999999998,8.0,short,,bias_short_bos,True,False,A+,8
ES=F,long,2025-11-21T13:50:00-05:00,2025-11-21T13:52:00-05:00,6669.25,6659.75,6659.75,6697.75,1.0885811395643523,10.341520825861346,1.139558421111819,-10.341520825861346,-1.139558421111819,-1.0,8.0,long,,bias_long_bos,False,False,A+,8
ES=F,short,2025-11-24T09:50:00-05:00,2025-11-24T09:54:00-05:00,6649.75,6666.0,6666.0,6601.0,1.0793319445742569,17.539144099331676,1.954960712808752,-17.539144099331672,-1.9549607128087516,-0.9999999999999998,8.0,short,,bias_short_bos,False,False,A+,9
ES=F,short,2025-11-24T09:55:00-05:00,2025-11-24T09:58:00-05:00,6656.75,6667.75,6667.75,6623.75,1.0571186308090301,11.628304938899332,1.3219664250572725,-11.628304938899332,-1.3219664250572725,-1.0,8.0,short,,bias_short_bos,False,False,A+,8
ES=F,long,2025-11-24T10:00:00-05:00,2025-11-24T12:39:00-05:00,6677.0,6719.0,6663.0,6719.0,1.0399802315601043,14.559723241841462,1.677400029953572,43.67916972552438,5.032200089860715,2.9999999999999996,8.0,long,,bias_long_bos,True,True,A+,9
ES=F,long,2025-11-25T09:58:00-05:00,2025-11-25T10:02:00-05:00,6714.5,6707.25,6707.25,6736.25,1.0862136218528577,7.875048758433219,0.8638022190781146,-7.875048758433219,-0.8638022190781146,-1.0,8.0,long,,bias_long_bos,False,False,A+,9
ES=F,short,2025-11-25T10:03:00-05:00,2025-11-25T10:08:00-05:00,6693.25,6713.75,6713.75,6631.75,0.8817537773004327,18.07595243465887,2.0,-18.07595243465887,-2.0,-1.0,6.530000000000001,short,,bias_short_bos,False,False,A+,9
ES=F,long,2025-11-25T10:08:00-05:00,2025-11-25T10:11:00-05:00,6713.75,6704.75,6704.75,6740.75,1.0554121548145636,9.498709393331072,1.072425991435487,-9.498709393331072,-1.072425991435487,-1.0,8.0,long,,bias_long_bos,False,False,A+,9
