symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_price,tp_price,size,risk_amount,risk_pct,pnl,pnl_pct,r_multiple,leverage,htf_bias,smt_tag,context,tp1_hit,tp2_hit,grade,setup_score
ES=F,short,2025-11-18T20:38:00-05:00,2025-11-18T21:05:00-05:00,6639.25,6643.0,6643.0,6628.0,1.2049553789961216,4.518582671235457,0.4518582671235457,-4.518582671235456,-0.4518582671235456,-0.9999999999999998,8.0,short,,bias_short_bos,True,False,C,-5
ES=F,short,2025-11-18T20:41:00-05:00,2025-11-18T20:45:00-05:00,6637.75,6640.25,6640.25,6630.25,1.1997817541531568,2.999454385382892,0.30130691876012206,-2.999454385382892,-0.30130691876012206,-1.0,8.0,short,,bias_short_bos,False,False,C,-5
ES=F,short,2025-11-18T20:46:00-05:00,2025-11-18T20:47:00-05:00,6640.0,6641.5,6641.5,6635.5,1.1957614011366045,1.7936421017049067,0.18072289156626506,-1.7936421017049067,-0.18072289156626506,-1.0,8.0,short,,bias_short_sweep,False,False,C,-5
ES=F,short,2025-11-18T20:47:00-05:00,2025-11-18T20:56:00-05:00,6639.0,6630.75,6641.75,6630.75,1.1937801727268285,3.2828954749987784,0.33137520710950447,9.848686424996334,0.9941256213285133,2.9999999999999996,8.0,short,,bias_short_bos,True,True,C,-5
ES=F,short,2025-11-18T20:51:00-05:00,2025-11-18T20:57:00-05:00,6638.5,6630.25,6641.25,6630.25,1.2057386545354198,3.3157812999724046,0.33140016570008285,9.947343899917215,0.9942004971002486,3.0000000000000004,8.0,short,,bias_short_bos,True,True,C,-5
ES=F,short,2025-11-18T20:54:00-05:00,2025-11-18T21:00:00-05:00,6634.75,6638.25,6638.25,6624.25,1.2184143802453329,4.264450330858665,0.4220204227740307,-4.264450330858665,-0.4220204227740307,-1.0,8.0,short,,bias_short_bos,True,False,C,-5
ES=F,short,2025-11-18T20:55:00-05:00,2025-11-18T21:00:00-05:00,6633.5,6636.75,6636.75,6623.75,1.213501048720261,3.9438784083408485,0.39194995100625607,-3.9438784083408485,-0.39194995100625607,-1.0,8.0,short,,bias_short_bos,True,False,C,-5
ES=F,short,2025-11-18T20:56:00-05:00,2025-11-18T21:00:00-05:00,6631.5,6634.75,6634.75,6621.75,1.209109278356198,3.9296051546576436,0.392068159541582,-3.9296051546576436,-0.392068159541582,-1.0,8.0,short,,bias_short_bos,False,False,C,-5
ES=F,short,2025-11-18T20:57:00-05:00,2025-11-18T20:59:00-05:00,6630.0,6633.25,6633.25,6620.25,1.204641227478411,3.915083989304836,0.39215686274509814,-3.915083989304836,-0.39215686274509814,-1.0,8.0,short,,bias_short_bos,False,False,C,-5
ES=F,long,2025-11-18T21:05:00-05:00,2025-11-18T22:22:00-05:00,6644.5,6638.25,6638.25,6663.25,1.1972986178444467,7.483116361527792,0.7525020693806909,-7.483116361527792,-0.7525020693806909,-1.0,8.0,long,,bias_long_bos,True,False,C,-5
ES=F,long,2025-11-18T21:10:00-05:00,2025-11-18T21:20:00-05:00,6645.0,6642.75,6642.75,6651.75,1.1881995087095865,2.6734488945965693,0.27088036117381487,-2.6734488945965698,-0.27088036117381487,-1.0000000000000002,8.0,long,,bias_long_bos,True,False,C,-5
ES=F,long,2025-11-18T21:11:00-05:00,2025-11-18T21:19:00-05:00,6645.75,6643.25,6643.25,6653.25,1.1848471796589444,2.9621179491473613,0.30094421246661407,-2.962117949147361,-0.300944212466614,-0.9999999999999999,8.0,long,,bias_long_bos,False,False,C,-5
ES=F,long,2025-11-18T21:12:00-05:00,2025-11-18T21:13:00-05:00,6644.5,6644.0,6644.0,6646.0,1.1815036798292198,0.5907518399146099,0.060200165550455265,-0.5907518399146099,-0.060200165550455265,-1.0,8.0,long,,bias_long_sweep,True,False,C,-5
ES=F,long,2025-11-18T21:15:00-05:00,2025-11-18T21:19:00-05:00,6646.0,6644.0,6644.0,6652.0,1.1805259082013144,2.361051816402629,0.24074631357207343,-2.361051816402629,-0.24074631357207343,-1.0,8.0,long,,bias_long_bos,False,False,C,-5
ES=F,long,2025-11-18T21:18:00-05:00,2025-11-18T21:19:00-05:00,6645.75,6645.5,6645.5,6646.5,1.177728137738361,0.29443203443459026,0.0300944212466614,-0.29443203443459026,-0.0300944212466614,-1.0,8.0,long,,bias_long_sweep,False,False,C,-5
ES=F,long,2025-11-18T21:21:00-05:00,2025-11-18T21:22:00-05:00,6643.0,6642.75,6642.75,6643.75,1.177861104184741,0.2944652760461853,0.030106879421947914,-0.2944652760461853,-0.030106879421947914,-1.0,8.0,long,,bias_long_sweep,True,False,C,-5
ES=F,long,2025-11-18T21:24:00-05:00,2025-11-18T21:33:00-05:00,6643.5,6651.0,6641.0,6651.0,1.1774178660180428,2.9435446650451067,0.30104613532023783,8.83063399513532,0.9031384059607135,3.0,8.0,long,,bias_long_bos_sweep,True,True,C,-5
ES=F,long,2025-11-18T21:25:00-05:00,2025-11-18T22:19:00-05:00,6643.75,6640.75,6640.75,6652.75,1.18800687335495,3.5640206200648503,0.36124176857949203,-3.5640206200648503,-0.36124176857949203,-1.0,8.0,long,,bias_long_bos,True,False,C,-5
ES=F,long,2025-11-18T21:26:00-05:00,2025-11-18T22:16:00-05:00,6646.0,6643.0,6643.0,6655.0,1.1833145500889906,3.5499436502669712,0.3611194703581101,-3.5499436502669717,-0.36111947035811015,-1.0000000000000002,8.0,long,,bias_long_bos,True,False,C,-5
