symbol,direction,entry_time,exit_time,entry_price,exit_price,stop_price,tp_price,size,risk_amount,risk_pct,pnl,pnl_pct,r_multiple,leverage,htf_bias,smt_tag,context,tp1_hit,tp2_hit,grade,setup_score
NQ=F,long,2025-11-19T09:36:00-05:00,2025-11-19T09:53:00-05:00,24674.75,24819.5,24626.5,24819.5,0.32421807718416595,15.643522224136008,1.5643522224136008,46.93056667240802,4.693056667240802,2.9999999999999996,8.0,long,,bias_long_bos,True,True,C,-5
NQ=F,long,2025-11-19T09:39:00-05:00,2025-11-19T09:51:00-05:00,24678.0,24781.5,24643.5,24781.5,0.33938911311205383,11.708924402365858,1.1184050571359105,35.12677320709757,3.3552151714077314,3.0,8.0,long,,bias_long_sweep,True,True,C,-5
NQ=F,long,2025-11-19T09:42:00-05:00,2025-11-19T09:58:00-05:00,24717.0,24877.5,24663.5,24877.5,0.3502228716687319,18.736923634277154,1.7316017316017316,56.21077090283147,5.194805194805195,3.0000000000000004,8.0,long,,bias_long_bos,True,True,C,-5
NQ=F,long,2025-11-19T09:54:00-05:00,2025-11-19T10:15:00-05:00,24840.0,24972.75,24795.75,24972.75,0.3665919841489008,16.221695298588862,1.42512077294686,48.66508589576658,4.275362318840579,2.9999999999999996,8.0,long,,bias_long_bos,True,True,A+,9
NQ=F,short,2025-11-19T11:06:00-05:00,2025-11-19T12:35:00-05:00,24725.25,24554.25,24782.25,24554.25,0.38403921389772927,21.890235192170568,1.8442685109351777,65.67070557651171,5.532805532805534,3.0,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-19T11:24:00-05:00,2025-11-19T12:37:00-05:00,24686.25,24512.25,24744.25,24512.25,0.4059276406111468,23.54380315544651,1.8795888399412624,70.63140946633953,5.638766519823787,3.0,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-19T12:03:00-05:00,2025-11-19T15:15:00-05:00,24653.75,24718.25,24718.25,24460.25,0.4103055230142496,26.4647062344191,2.0,-26.4647062344191,-2.0,-1.0,7.644573643410852,short,,bias_short_bos,True,False,C,-5
NQ=F,short,2025-11-19T12:04:00-05:00,2025-11-19T13:38:00-05:00,24621.5,24693.25,24693.25,24406.25,0.3614691583237731,25.93541210973072,2.0,-25.93541210973072,-2.0,-1.0,6.863135888501742,short,,bias_short_bos,True,False,C,-5
NQ=F,short,2025-11-19T12:33:00-05:00,2025-11-19T12:43:00-05:00,24581.25,24633.0,24633.0,24426.0,0.41359497775802456,21.40354009897777,1.6842105263157894,-21.40354009897777,-1.6842105263157894,-1.0,8.0,short,,bias_short_bos,True,False,C,-5
NQ=F,short,2025-11-19T12:43:00-05:00,2025-11-19T12:44:00-05:00,24621.25,24623.75,24623.75,24613.75,0.40596855262111464,1.0149213815527867,0.0812306442605473,-1.0149213815527867,-0.0812306442605473,-1.0,8.0,short,,bias_short_sweep,True,False,C,-5
NQ=F,long,2025-11-19T13:39:00-05:00,2025-11-19T13:40:00-05:00,24680.25,24670.0,24670.0,24711.0,0.40466907163299387,4.147857984238187,0.332249470730645,-4.147857984238187,-0.332249470730645,-1.0,8.0,long,,bias_long_sweep,False,False,C,-5
NQ=F,long,2025-11-19T15:24:00-05:00,2025-11-19T15:25:00-05:00,24761.75,24748.0,24748.0,24803.0,0.4019970717455871,5.527459736501822,0.4442335456904298,-5.5274597365018225,-0.4442335456904299,-1.0000000000000002,8.0,long,,bias_long_sweep,False,False,C,-5
NQ=F,long,2025-11-19T15:41:00-05:00,2025-11-19T15:42:00-05:00,24760.5,24756.0,24756.0,24774.0,0.4002314700189525,1.8010416150852862,0.14539286363360995,-1.8010416150852862,-0.14539286363360995,-1.0,8.0,long,,bias_long_sweep,True,False,C,-5
NQ=F,short,2025-11-19T16:02:00-05:00,2025-11-19T16:10:00-05:00,24680.0,24739.75,24739.75,24500.75,0.40095311914439197,23.95694886887742,1.9367909238249597,-23.95694886887742,-1.9367909238249597,-1.0,8.0,short,,bias_short_bos,False,False,C,-5
NQ=F,long,2025-11-19T16:20:00-05:00,2025-11-20T11:47:00-05:00,24862.5,24705.5,24705.5,25333.5,0.15452018136198367,24.259668473831436,2.0,-24.259668473831436,-2.0,-1.0,3.1671974522292996,long,,bias_long_bos,True,False,C,-5
NQ=F,long,2025-11-19T16:21:00-05:00,2025-11-20T10:37:00-05:00,24874.0,25301.5,24731.5,25301.5,0.166838421784946,23.774475104354806,2.0,71.32342531306442,6.000000000000001,3.0,3.491087719298246,long,,bias_long_bos,True,True,C,-5
NQ=F,long,2025-11-19T16:24:00-05:00,2025-11-19T16:25:00-05:00,24834.25,24832.75,24832.75,24838.75,0.40590625624878696,0.6088593843731803,0.04832036401340889,-0.6088593843731804,-0.0483203640134089,-1.0000000000000002,8.0,long,,bias_long_sweep,True,False,C,-5
NQ=F,long,2025-11-19T16:26:00-05:00,2025-11-19T16:33:00-05:00,24848.5,24958.75,24811.75,24958.75,0.405477456151134,14.901296513554176,1.183170010262189,44.70388954066252,3.5495100307865664,2.9999999999999996,8.0,long,,bias_long_sweep,True,True,C,-5
NQ=F,long,2025-11-19T16:31:00-05:00,2025-11-19T19:18:00-05:00,24918.25,25124.5,24849.5,25124.5,0.37938682492715464,26.082844213741883,2.0,78.24853264122565,6.000000000000001,3.0,7.248945454545454,long,,bias_long_bos,True,True,C,-5
NQ=F,long,2025-11-19T16:32:00-05:00,2025-11-19T19:18:00-05:00,24938.25,25125.0,24876.0,25125.0,0.443460385016052,27.60540896724924,1.9969324230850203,82.81622690174771,5.990797269255061,2.9999999999999996,8.0,long,,bias_long_bos,True,True,C,-5
NQ=F,long,2025-11-19T16:39:00-05:00,2025-11-19T16:41:00-05:00,24905.75,24921.5,24900.5,24921.5,0.4706405453295138,2.470862862979948,0.16863575680314788,7.412588588939843,0.5059072704094436,3.0,8.0,long,,bias_long_sweep,True,True,C,-5
NQ=F,long,2025-11-20T08:31:00-05:00,2025-11-20T11:00:00-05:00,25222.75,25130.0,25130.0,25501.0,0.31754599651083715,29.452391176380146,2.0,-29.452391176380146,-2.0,-1.0,5.438867924528301,long,,bias_long_bos,False,False,C,-5
NQ=F,short,2025-11-20T09:32:00-05:00,2025-11-20T09:35:00-05:00,25194.25,25215.25,25215.25,25131.25,0.4582528688546401,9.623310245947442,0.6668188177858042,-9.623310245947442,-0.6668188177858042,-1.0,8.0,short,,bias_short_sweep,True,False,C,-5
NQ=F,short,2025-11-20T09:34:00-05:00,2025-11-20T09:35:00-05:00,25189.25,25197.75,25197.75,25163.75,0.45528750793189304,3.8699438174210905,0.26995642982621554,-3.869943817421091,-0.26995642982621554,-1.0000000000000002,8.0,short,,bias_short_sweep,False,False,C,-5
NQ=F,short,2025-11-20T09:35:00-05:00,2025-11-20T09:36:00-05:00,25198.5,25205.0,25205.0,25179.0,0.4538917518357866,2.9502963869326133,0.20636148977121654,-2.950296386932613,-0.20636148977121654,-0.9999999999999999,8.0,short,,bias_short_sweep,True,False,C,-5
NQ=F,short,2025-11-20T09:41:00-05:00,2025-11-20T09:43:00-05:00,25160.25,25228.75,25228.75,24954.75,0.4165616400561536,28.53447234384652,2.0,-28.53447234384652,-2.0,-1.0,7.346058394160584,short,,bias_short_bos,False,False,C,-5
NQ=F,short,2025-11-20T11:15:00-05:00,2025-11-20T11:38:00-05:00,24982.0,24788.5,25046.5,24788.5,0.4335470216584432,27.963782896969587,2.0,83.89134869090876,6.0,3.0,7.746356589147286,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:26:00-05:00,2025-11-20T11:27:00-05:00,24925.5,24942.5,24942.5,24874.5,0.4756832941491687,8.086616000535868,0.545625965376823,-8.086616000535868,-0.545625965376823,-1.0,8.0,short,,bias_short_sweep,False,False,C,-5
NQ=F,short,2025-11-20T11:28:00-05:00,2025-11-20T11:30:00-05:00,24953.5,24887.5,24975.5,24887.5,0.47255699682653,10.39625393018366,0.7053118800969803,31.18876179055098,2.115935640290941,3.0,8.0,short,,bias_short_sweep,True,True,C,-5
NQ=F,short,2025-11-20T11:31:00-05:00,2025-11-20T11:45:00-05:00,24872.25,24721.5,24922.5,24721.5,0.4841323609498628,24.327651137730605,1.6162590839188256,72.98295341319181,4.848777251756475,2.9999999999999996,8.0,short,,bias_short_bos_sweep,True,True,C,-5
NQ=F,short,2025-11-20T11:36:00-05:00,2025-11-20T11:54:00-05:00,24831.75,24698.25,24876.25,24698.25,0.5084347555827018,22.625346623430232,1.4336484540960663,67.87603987029068,4.300945362288198,2.9999999999999996,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:37:00-05:00,2025-11-20T11:54:00-05:00,24822.5,24694.25,24865.25,24694.25,0.5304998715239433,22.678869507648574,1.3777822540034241,68.03660852294573,4.133346762010272,3.0,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:38:00-05:00,2025-11-20T11:57:00-05:00,24781.5,24575.25,24850.25,24575.25,0.4986409428758782,34.281564822716625,2.0,102.84469446814987,6.0,3.0,7.209163636363637,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:40:00-05:00,2025-11-20T11:57:00-05:00,24766.0,24588.25,24825.25,24588.25,0.586908805815709,34.774346744580754,1.9139142372607605,104.32304023374228,5.741742711782283,3.0000000000000004,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:42:00-05:00,2025-11-20T11:43:00-05:00,24743.75,24786.5,24786.5,24615.5,0.621165660286003,26.554831977226627,1.3821672139429149,-26.554831977226627,-1.3821672139429149,-1.0,8.0,short,,bias_short_bos,False,False,C,-5
NQ=F,short,2025-11-20T11:49:00-05:00,2025-11-20T11:51:00-05:00,24747.75,24770.75,24770.75,24678.75,0.6124811003377669,14.087065307768642,0.7435019345192998,-14.08706530776864,-0.7435019345192997,-0.9999999999999999,8.0,short,,bias_short_sweep,False,False,C,-5
NQ=F,short,2025-11-20T11:52:00-05:00,2025-11-20T11:59:00-05:00,24726.75,24516.75,24796.75,24516.75,0.5373154510150652,37.61208157105456,2.0,112.83624471316368,6.0,3.0,7.064785714285715,short,,bias_short_bos_sweep,True,True,C,-5
NQ=F,short,2025-11-20T11:54:00-05:00,2025-11-20T13:50:00-05:00,24649.0,24295.75,24766.75,24295.75,0.3385885899390049,39.86880646531783,1.9999999999999998,119.6064193959535,6.0,3.0,4.1866666666666665,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:55:00-05:00,2025-11-20T14:04:00-05:00,24609.25,24229.75,24735.75,24229.75,0.3340785363892245,42.260934853236904,2.0,126.78280455971071,6.0,3.0,3.8907905138339918,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:56:00-05:00,2025-11-20T12:12:00-05:00,24604.25,24438.5,24659.5,24438.5,0.728274033054145,40.237140326241516,1.796437607323938,120.71142097872453,5.389312821971814,2.9999999999999996,8.0,short,,bias_short_bos,True,True,C,-5
NQ=F,short,2025-11-20T11:58:00-05:00,2025-11-20T12:00:00-05:00,24568.75,24612.0,24612.0,24439.0,0.7686320120316354,33.24333452036823,1.4082930552022384,-33.243334520368236,-1.4082930552022386,-1.0000000000000002,8.0,short,,bias_short_bos,True,False,C,-5
NQ=F,short,2025-11-20T12:02:00-05:00,2025-11-20T12:12:00-05:00,24588.25,24433.0,24640.0,24433.0,0.7572064327245452,39.18543289349522,1.6837310504000895,117.55629868048565,5.051193151200269,3.0,8.0,short,,bias_short_sweep,True,True,C,-5
NQ=F,short,2025-11-20T12:03:00-05:00,2025-11-20T12:36:00-05:00,24561.0,24320.25,24641.25,24320.25,0.6093093912424669,48.89707864720796,2.0,146.6912359416239,6.0,3.0,6.121121495327103,short,,bias_short_bos,True,True,C,-5
